logit_score_z,probability_malignant_full_data_fit
-1.632770243201,0.163451219006
-1.615593524039,0.165813473946
-1.598416804877,0.168203004547
-1.581240085714,0.170619927337
-1.564063366552,0.173064353352
-1.546886647389,0.175536387968
-1.529709928227,0.178036130713
-1.512533209064,0.180563675094
-1.495356489902,0.183119108418
-1.478179770739,0.185702511608
-1.461003051577,0.188313959028
-1.443826332415,0.190953518300
-1.426649613252,0.193621250127
-1.409472894090,0.196317208117
-1.392296174927,0.199041438600
-1.375119455765,0.201793980456
-1.357942736602,0.204574864938
-1.340766017440,0.207384115496
-1.323589298277,0.210221747610
-1.306412579115,0.213087768616
-1.289235859953,0.215982177536
-1.272059140790,0.218904964919
-1.254882421628,0.221856112669
-1.237705702465,0.224835593892
-1.220528983303,0.227843372735
-1.203352264140,0.230879404235
-1.186175544978,0.233943634164
-1.168998825815,0.237035998887
-1.151822106653,0.240156425221
-1.134645387491,0.243304830292
-1.117468668328,0.246481121406
-1.100291949166,0.249685195922
-1.083115230003,0.252916941124
-1.065938510841,0.256176234111
-1.048761791678,0.259462941679
-1.031585072516,0.262776920218
-1.014408353353,0.266118015615
-0.997231634191,0.269486063158
-0.980054915029,0.272880887453
-0.962878195866,0.276302302341
-0.945701476704,0.279750110833
-0.928524757541,0.283224105041
-0.911348038379,0.286724066124
-0.894171319216,0.290249764239
-0.876994600054,0.293800958504
-0.859817880892,0.297377396961
-0.842641161729,0.300978816560
-0.825464442567,0.304604943143
-0.808287723404,0.308255491436
-0.791111004242,0.311930165059
-0.773934285079,0.315628656536
-0.756757565917,0.319350647322
-0.739580846754,0.323095807835
-0.722404127592,0.326863797497
-0.705227408430,0.330654264791
-0.688050689267,0.334466847324
-0.670873970105,0.338301171900
-0.653697250942,0.342156854603
-0.636520531780,0.346033500892
-0.619343812617,0.349930705709
-0.602167093455,0.353848053587
-0.584990374292,0.357785118786
-0.567813655130,0.361741465419
-0.550636935968,0.365716647606
-0.533460216805,0.369710209627
-0.516283497643,0.373721686093
-0.499106778480,0.377750602120
-0.481930059318,0.381796473521
-0.464753340155,0.385858807002
-0.447576620993,0.389937100368
-0.430399901830,0.394030842748
-0.413223182668,0.398139514815
-0.396046463506,0.402262589030
-0.378869744343,0.406399529884
-0.361693025181,0.410549794157
-0.344516306018,0.414712831178
-0.327339586856,0.418888083107
-0.310162867693,0.423074985209
-0.292986148531,0.427272966147
-0.275809429368,0.431481448280
-0.258632710206,0.435699847968
-0.241455991044,0.439927575884
-0.224279271881,0.444164037336
-0.207102552719,0.448408632587
-0.189925833556,0.452660757196
-0.172749114394,0.456919802346
-0.155572395231,0.461185155196
-0.138395676069,0.465456199220
-0.121218956906,0.469732314570
-0.104042237744,0.474012878424
-0.086865518582,0.478297265351
-0.069688799419,0.482584847674
-0.052512080257,0.486874995834
-0.035335361094,0.491167078764
-0.018158641932,0.495460464254
-0.000981922769,0.499754519327
0.016194796393,0.504048610612
0.033371515556,0.508342104716
0.050548234718,0.512634368596
0.067724953880,0.516924769938
0.084901673043,0.521212677523
0.102078392205,0.525497461603
0.119255111368,0.529778494268
0.136431830530,0.534055149809
0.153608549693,0.538326805089
0.170785268855,0.542592839901
0.187961988018,0.546852637323
0.205138707180,0.551105584073
0.222315426342,0.555351070858
0.239492145505,0.559588492717
0.256668864667,0.563817249362
0.273845583830,0.568036745504
0.291022302992,0.572246391189
0.308199022155,0.576445602109
0.325375741317,0.580633799922
0.342552460479,0.584810412556
0.359729179642,0.588974874506
0.376905898804,0.593126627128
0.394082617967,0.597265118918
0.411259337129,0.601389805791
0.428436056292,0.605500151344
0.445612775454,0.609595627112
0.462789494617,0.613675712819
0.479966213779,0.617739896613
0.497142932941,0.621787675299
0.514319652104,0.625818554552
0.531496371266,0.629832049135
0.548673090429,0.633827683090
0.565849809591,0.637804989934
0.583026528754,0.641763512831
0.600203247916,0.645702804769
0.617379967079,0.649622428712
0.634556686241,0.653521957751
0.651733405403,0.657400975239
0.668910124566,0.661259074921
0.686086843728,0.665095861049
0.703263562891,0.668910948487
0.720440282053,0.672703962809
0.737617001216,0.676474540381
0.754793720378,0.680222328442
0.771970439541,0.683946985159
0.789147158703,0.687648179691
0.806323877865,0.691325592228
0.823500597028,0.694978914029
0.840677316190,0.698607847442
0.857854035353,0.702212105926
0.875030754515,0.705791414049
0.892207473678,0.709345507493
0.909384192840,0.712874133033
0.926560912003,0.716377048522
0.943737631165,0.719854022856
0.960914350327,0.723304835940
0.978091069490,0.726729278635
0.995267788652,0.730127152709
1.012444507815,0.733498270769
1.029621226977,0.736842456193
1.046797946140,0.740159543053
1.063974665302,0.743449376028
1.081151384465,0.746711810313
1.098328103627,0.749946711519
1.115504822789,0.753153955572
1.132681541952,0.756333428599
1.149858261114,0.759485026811
1.167034980277,0.762608656383
1.184211699439,0.765704233328
1.201388418602,0.768771683359
1.218565137764,0.771810941758
1.235741856927,0.774821953228
1.252918576089,0.777804671755
1.270095295251,0.780759060451
1.287272014414,0.783685091406
1.304448733576,0.786582745528
1.321625452739,0.789452012383
1.338802171901,0.792292890034
1.355978891064,0.795105384875
1.373155610226,0.797889511463
1.390332329388,0.800645292345
1.407509048551,0.803372757892
1.424685767713,0.806071946121
1.441862486876,0.808742902518
1.459039206038,0.811385679868
1.476215925201,0.814000338071
1.493392644363,0.816586943970
1.510569363526,0.819145571164
1.527746082688,0.821676299837
1.544922801850,0.824179216574
1.562099521013,0.826654414183
1.579276240175,0.829101991513
1.596452959338,0.831522053280
1.613629678500,0.833914709882
1.630806397663,0.836280077227
1.647983116825,0.838618276553
1.665159835988,0.840929434251
1.682336555150,0.843213681692
1.699513274312,0.845471155053
1.716689993475,0.847701995143
1.733866712637,0.849906347233
1.751043431800,0.852084360887
1.768220150962,0.854236189795
1.785396870125,0.856361991604
1.802573589287,0.858461927759
1.819750308450,0.860536163335
1.836927027612,0.862584866885
1.854103746774,0.864608210275
1.871280465937,0.866606368533
1.888457185099,0.868579519694
1.905633904262,0.870527844652
1.922810623424,0.872451527009
1.939987342587,0.874350752929
1.957164061749,0.876225710998
1.974340780912,0.878076592081
1.991517500074,0.879903589187
2.008694219236,0.881706897328
2.025870938399,0.883486713392
2.043047657561,0.885243236012
2.060224376724,0.886976665437
2.077401095886,0.888687203410
2.094577815049,0.890375053044
2.111754534211,0.892040418707
2.128931253374,0.893683505901
2.146107972536,0.895304521153
2.163284691698,0.896903671904
2.180461410861,0.898481166399
2.197638130023,0.900037213585
2.214814849186,0.901572023008
2.231991568348,0.903085804711
2.249168287511,0.904578769142
2.266345006673,0.906051127060
2.283521725836,0.907503089437
2.300698444998,0.908934867381
2.317875164160,0.910346672037
2.335051883323,0.911738714517
2.352228602485,0.913111205809
2.369405321648,0.914464356706
2.386582040810,0.915798377725
2.403758759973,0.917113479041
2.420935479135,0.918409870408
2.438112198297,0.919687761100
2.455288917460,0.920947359839
2.472465636622,0.922188874734
2.489642355785,0.923412513220
2.506819074947,0.924618482001
2.523995794110,0.925806986991
2.541172513272,0.926978233263
2.558349232435,0.928132424994
2.575525951597,0.929269765417
2.592702670759,0.930390456773
2.609879389922,0.931494700267
2.627056109084,0.932582696021
2.644232828247,0.933654643036
2.661409547409,0.934710739149
2.678586266572,0.935751180999
2.695762985734,0.936776163987
2.712939704897,0.937785882246
2.730116424059,0.938780528604
2.747293143221,0.939760294558
2.764469862384,0.940725370242
2.781646581546,0.941675944398
2.798823300709,0.942612204358
2.816000019871,0.943534336009
2.833176739034,0.944442523779
2.850353458196,0.945336950612
2.867530177359,0.946217797947
2.884706896521,0.947085245702
2.901883615683,0.947939472258
2.919060334846,0.948780654438
2.936237054008,0.949608967498
2.953413773171,0.950424585112
2.970590492333,0.951227679356
2.987767211496,0.952018420704
3.004943930658,0.952796978013
3.022120649821,0.953563518517
3.039297368983,0.954318207816
3.056474088145,0.955061209875
3.073650807308,0.955792687011
3.090827526470,0.956512799895
3.108004245633,0.957221707544
3.125180964795,0.957919567320
3.142357683958,0.958606534927
3.159534403120,0.959282764409
3.176711122283,0.959948408153
3.193887841445,0.960603616884
3.211064560607,0.961248539670
3.228241279770,0.961883323925
3.245417998932,0.962508115404
3.262594718095,0.963123058215
3.279771437257,0.963728294817
3.296948156420,0.964323966027
3.314124875582,0.964910211022
3.331301594745,0.965487167347
3.348478313907,0.966054970921
3.365655033069,0.966613756042
3.382831752232,0.967163655393
3.400008471394,0.967704800052
3.417185190557,0.968237319500
3.434361909719,0.968761341623
3.451538628882,0.969276992731
3.468715348044,0.969784397556
3.485892067206,0.970283679270
3.503068786369,0.970774959491
3.520245505531,0.971258358291
3.537422224694,0.971733994209
3.554598943856,0.972201984264
3.571775663019,0.972662443958
3.588952382181,0.973115487295
3.606129101344,0.973561226788
3.623305820506,0.973999773473
3.640482539668,0.974431236917
3.657659258831,0.974855725235
3.674835977993,0.975273345097
3.692012697156,0.975684201744
3.709189416318,0.976088398998
3.726366135481,0.976486039278
3.743542854643,0.976877223607
3.760719573806,0.977262051632
3.777896292968,0.977640621628
3.795073012130,0.978013030521
3.812249731293,0.978379373893
3.829426450455,0.978739746000
3.846603169618,0.979094239781
3.863779888780,0.979442946877
3.880956607943,0.979785957639
3.898133327105,0.980123361143
3.915310046268,0.980455245206
3.932486765430,0.980781696395
3.949663484592,0.981102800045
3.966840203755,0.981418640268
3.984016922917,0.981729299970
4.001193642080,0.982034860862
4.018370361242,0.982335403475
4.035547080405,0.982631007173
